taxID,ncbi_species,RefSeq_assembly,GCF_id,Assembly_name,Organism_name,Infraspecific_name,BioSample,BioProject,Sex,Submitter,Date,Synonyms,Assembly_type,Assembly_level,Genome_coverage,Assembly_method,Expected_final_version,Genome_representation,Sequencing_technology,RefSeq_category,scaffold_N50,contig_N50,total_gap_len,Organism_common_name,Organism_species_name,taxon_superkindom,taxon_kindom,taxon_phylum,taxon_class,taxon_superorder,taxon_order,taxon_family,taxon_genus,taxon_species,synonyms_phy_name,specimen_origin,sample_size,longevity,Ori_Longevity_data,mass,Ori_mass_data,birth_mass,Ori_Birthmass_data,maturity,Ori_FemaleMaturity_data,gestation,Ori_Ges_data,GT,PNGR,tRNA_CPN,busco,genomic_len,A_perc,C_perc,G_perc,T_perc,N_perc,O_perc,gene_num,CDs_len,MLres,GTres,relative_ML,PopulationDensity_n.km2,GR_Area_km2,Estimated_population_size,mammalia_class,TAAI_proteome,p_proteome,TAAI_HEP,p_HEP
29073,Ursus maritimus (polar bear),ASM1731132v1,GCF_017311325.1,ASM1731132v1,Ursus maritimus (polar bear),,SAMN10734297,PRJNA669153,,"University of California, Santa Cruz",2021/3/9,,haploid,Scaffold,52.0x,Pilon v. 1.23; HiRise v. 2.1; PBJelly v. 15.8.24,yes,full,Illumina HiSeq; Oxford Nanopore,Representative Genome,72237886,206653,9414993,polar bear,Ursus maritimus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Ursidae,Ursus,Ursus maritimus,,captivity,medium,43.8,AnAge,475000,AnAge,665,AnAge,1734,AnAge,65,AnAge,1799,273.5495963,421,99.3,2330485441,28.96602691,20.86202155,20.84520609,28.91991682,0.40682863,0,20058,34354707,1.160959892,1.100459467,1.205924075,0.007048404,NA,NA,terrestrial,0.654627725,0.001736415,0.720090497,0.000343255
36723,Mustela erminea (ermine),mMusErm1.Pri,GCF_009829155.1,mMusErm1.Pri,Mustela erminea (ermine),,SAMN12611999,PRJNA561931,male,Vertebrate Genomes Project,2020/1/3,,haploid (principal pseudohaplotype of diploid),Chromosome,62.86x,FALCON v. DNANexus 1.9.0; FALCON-Unzip v. DNANexus 1.0.6; purge_dups v. 1; scaff10x v. 4.1.0; Bionano Solve DLS v. 3.2.2; Salsa HiC v. 2.2; Arrow smrtanalysis Pacbio polishing & gap filling v. 6.0.0.47841; longranger align v. 2.2.2; freebayes Illumina polishing v. 1.3.1; gEVAL manual curation v. 2019-10-17; VGP assembly pipeline individual v. 1.6,no,full,PacBio Sequel; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,Representative Genome,130149454,36329944,21483976,ermine,Mustela erminea,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Mustela,Mustela erminea,,captivity,small,12.5,AnAge,110.3,AnAge,2.3,AnAge,95,AnAge,43,AnAge,138,1.136842105,383,99.3,2445217270,28.9565131,20.59525741,20.60428123,28.96533612,0.878612149,0,20705,35951354,1.263897964,0.501752019,1.845292966,6.25,39718064.94,248237905.9,terrestrial,0.555179892,0.011052163,0.66139477,0.001494887
61383,Lynx canadensis (Canada lynx),mLynCan4.pri.v2,GCF_007474595.2,mLynCan4.pri.v2,Lynx canadensis (Canada lynx),,SAMN09948483,PRJNA489107,male,Vertebrate Genomes Project,2020/7/14,,haploid (principal pseudohaplotype of diploid),Chromosome,72.0x,FALCON v. 5.1.1; FALCON-Unzip v. 1.0.2; purge_haplotigs v. bitbucket 7.10.2018; scaff10x v. 2.1; Bionano Solve 2 enzyme v. 3.2.1; Salsa2 v. 2.2; Arrow v. 5.1.0.26412; longranger align v. 2.2.2; freebayes v. 1.2.0; gEVAL manual curation v. 2020-04-03; VGP s,no,full,PacBio Sequel I; 10X genome; Bionano Genomics; Arima Genomics Hi-C,Representative Genome,147275701,7503561,2779342,Canada lynx,Lynx canadensis,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Lynx,Lynx canadensis,,captivity,medium,26.8,AnAge,10100,AnAge,204,AnAge,498,AnAge,63,AnAge,561,19.87148594,443,98.4,2407810255,29.0888156,20.81507527,20.83849298,29.14218571,0.115430441,0,19495,33752172,1.315398849,0.779329355,1.581063521,0.05,8252985.31,412649.2655,terrestrial,0.680004842,0.000971142,0.744910964,0.000164545
9689,Panthera leo (lion),P.leo_Ple1_pat1.1,GCF_018350215.1,P.leo_Ple1_pat1.1,Panthera leo (lion),,SAMN17054329,PRJNA684340,male,Texas A&M University,2021/5/13,,haploid,Chromosome,76.0x,NextDenovo v. 2.2-beta.0,yes,full,PacBio Sequel 2,Representative Genome,147402474,77781637,9500,lion,Panthera leo,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Panthera,Panthera leo,,captivity,large,28,AnAge,175000,AnAge,1300,AnAge,1095,AnAge,109,AnAge,1204,158.630137,453,97.5,2297568983,29.13105896,20.85411496,20.85596635,29.15844625,0.000413481,0,19297,33730739,0.87073505,0.911041182,1.002454211,0.11,11237685.34,1236145.387,terrestrial,0.701055012,0.000574124,0.788404509,3.64E-05
9646,Ailuropoda melanoleuca (giant panda),ASM200744v2,GCF_002007445.1,ASM200744v2,Ailuropoda melanoleuca (giant panda),,SAMN04193337,PRJNA588422,female,"Institute of Zoology, Chinese Academy of Sciences",2020/4/20,,haploid,Chromosome,93.0x,Scaff10X v. Sep-2017,yes,full,Illumina; 10X Genomics; Flow-sorted chromosome sequencing,,129245720,127363,46810413,giant panda,Ailuropoda melanoleuca,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca,,captivity,small,36.8,AnAge,117500,AnAge,110,AnAge,2192,AnAge,48,AnAge,2240,53.55383212,366,97.9,2444077458,28.60210133,20.44291065,20.44507904,28.58872609,1.921182892,0,20411,34084323,1.219707919,1.845051866,0.877853107,0.18,36206.89,6517.2402,terrestrial,0.511855802,0.021050413,0.600677839,0.005099552
9704,Zalophus californianus (California sea lion),mZalCal1.pri.v2,GCF_009762305.2,mZalCal1.pri.v2,Zalophus californianus (California sea lion),,SAMN12368149,PRJNA559673,male,Vertebrate Genomes Project,2020/7/14,,haploid (principal pseudohaplotype of diploid),Chromosome,80.51x,FALCON v. 2018.31.08-03.06; FALCON-Unzip v. 7.0.1.66975; purge_dups v. v1; scaff10x v. 4.1.0; Bionano Solve DLS v. 3.2.1; Salsa HiC v. 2.2; Arrow smrtanalysis Pacbio polishing & gap filling v. SMRTLink7.0.1; longranger align v. 2.2.2; freebayes Illumina polishing v. 1.3.1; gEVAL manual curation v. 2020-03-13; VGP assembly pipeline individual v. 1.6,no,full,PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,Representative Genome,147124152,32626160,18537762,California sea lion,Zalophus californianus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Otariidae,Zalophus,Zalophus californianus,,captivity,large,35.7,AnAge,180000,AnAge,7000,AnAge,1095,AnAge,259,AnAge,1354,157.9908676,386,99.6,2409685272,29.07630076,20.54168562,20.53530163,29.0774092,0.769302789,0,21010,35450027,1.105194458,1.018413733,1.183656931,0.5,NA,NA,aquatic,0.52619859,0.017159882,0.61892413,0.003619402
9694,Panthera tigris (tiger),P.tigris_Pti1_mat1.1,GCF_018350195.1,P.tigris_Pti1_mat1.1,Panthera tigris (tiger),,SAMN17054330,PRJNA684344,female,Texas A&M University,2021/5/13,,haploid,Chromosome,78.0x,NextDenovo v. 2.2-beta.0,yes,full,PacBio Sequel 2,Representative Genome,146942463,74391967,10100,tiger,Panthera tigris,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Panthera,Panthera tigris,,captivity,large,26.3,AnAge,119700,AnAge,1190,AnAge,1268,AnAge,105,AnAge,1373,93.46214511,477,99.7,2408695688,29.16628632,20.81854464,20.82357607,29.19117365,0.000419314,0,20053,34992959,0.869110042,1.126458274,0.864082984,0.03,2494993.45,74849.8035,terrestrial,0.72138636,0.000330954,0.828314192,6.48E-06
9716,Mirounga angustirostris (Northern elephant seal),ASM2128878v3,GCF_021288785.2,ASM2128878v3,Mirounga angustirostris (Northern elephant seal),,SAMN13072016,PRJNA512907,,DNA Zoo,2022/12/21,,haploid,Chromosome,125.0x,3D-DNA v. 2019; JBAT v. 2019,yes,full,Illumina NovaSeq 6000,Representative Genome,139676048,76189,15295600,Northern elephant seal,Mirounga angustirostris,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Phocidae,Mirounga,Mirounga angustirostris,,unknown,tiny,20,WorldSpecies,1600000,AnAge,37500,AnAge,1095,AnAge,252,AnAge,1347,1426.940639,396,97.1,2366166981,29.06543915,20.62707201,20.61955462,29.04150478,0.646429441,0,19226,32717655,0.436500637,0.63616338,0.665364804,NA,NA,NA,aquatic,0.553128768,0.011416059,0.626226167,0.003136929
76717,Lontra canadensis (Northern American river otter),GSC_riverotter_1.0,GCF_010015895.1,GSC_riverotter_1.0,Lontra canadensis (Northern American river otter),,SAMN13049247,PRJNA578111,,Canada's Genomic Enterprise,2020/1/27,,haploid,Scaffold,40.0x,Supernova v. 2.1.1,yes,full,Illumina HiSeq,Representative Genome,18460785,691969,10171849,Northern American river otter,Lontra canadensis,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Lontra,Lontra canadensis,,captivity,medium,27,AnAge,9000,AnAge,140,AnAge,730,AnAge,62,AnAge,792,12.1369863,421,99.3,2405748306,29.17051743,20.61831102,20.61885197,29.16946649,0.422814347,3.87E-05,19846,34216671,1.34989207,1.127587242,1.271258095,1.12,11887021.15,13313463.69,aquatic,0.611556802,0.004166998,0.702912818,0.000546951
9657,Lutra lutra (Eurasian river otter),mLutLut1.2,GCF_902655055.1,mLutLut1.2,Lutra lutra (Eurasian river otter),,SAMEA994731,PRJEB35339,,SC,2020/7/31,,haploid,Chromosome,63x,,,full,,Representative Genome,149004807,30403456,90271,Eurasian river otter,Lutra lutra,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Lutra,Lutra lutra,,captivity,medium,18.2,AnAge,6750,AnAge,110.5,AnAge,548,AnAge,61,AnAge,609,12.11587591,447,99.2,2438458878,29.17894025,20.79119737,20.80120709,29.22495333,0.003701969,0,20559,35508818,0.952789292,0.921837169,1.017578481,0.85,25877469.45,21995849.03,aquatic,0.735971173,0.000216408,0.821093735,9.13E-06
61388,Prionailurus viverrinus (fishing cat),UM_Priviv_1.0,GCF_022837055.1,UM_Priviv_1.0,Prionailurus viverrinus (fishing cat),,SAMN26586088,PRJNA815338,female,University of Missouri,2022/4/8,,haploid,Chromosome,30.0x,Hifiasm v. 0.13-r308,yes,full,PacBio Sequel,Representative Genome,144906162,68766634,31077,fishing cat,Prionailurus viverrinus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Prionailurus,Prionailurus viverrinus,,captivity,medium,17.2,AnAge,10650,AnAge,170,AnAge,270,ADW,72,AnAge,342,38.81481481,479,99.7,2461562329,29.01948094,20.94592215,20.96027872,29.0730557,0.001262491,0,19865,34864565,0.837079282,0.469763496,1.402528223,NA,3546617.17,NA,terrestrial,0.753297004,0.000125965,0.849719021,2.12E-06
29064,Panthera uncia (snow leopard),Puncia_PCG_1.0,GCF_023721935.1,Puncia_PCG_1.0,Panthera uncia (snow leopard),,SAMN13911153,PRJNA602938,female,Stanford University,2022/6/16,,haploid,Chromosome,31.94x,Supernova v. 2.1.1,yes,full,Illumina HiSeq,Representative Genome,112063229,179517,17131389,snow leopard,Panthera uncia,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Panthera,Panthera uncia,,captivity,large,21.2,AnAge,50000,AnAge,475,AnAge,730,AnAge,96,AnAge,826,67.84246575,417,97.8,2433989369,29.00294484,20.65946965,20.65009438,28.9836512,0.703839927,0,19621,33621636,0.805591256,0.81616518,0.971107137,0.07,2744453.48,192111.7436,terrestrial,0.632292462,0.002777926,0.697027166,0.000636991
9691,Panthera pardus (leopard),ASM2436296v1,GCF_024362965.1,ASM2436296v1,Panthera pardus (leopard),,SAMN23235441,PRJNA847351,male,Stanford University,2022/7/21,,haploid (principal pseudohaplotype of diploid),Scaffold,25x,Hifiasm v. 0.9-r289; Juicebox/Juicer v. 180922,yes,full,PacBio Sequel,Representative Genome,126810544,22236240,163262,leopard,Panthera pardus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Panthera,Panthera pardus,,captivity,large,27.3,AnAge,53750,AnAge,550,AnAge,937,AnAge,97,AnAge,1034,56.77694771,440,99.5,2578019207,28.05317412,20.05378054,20.04781635,27.99911859,3.846110406,0,19846,34854364,1.025453981,1.006070816,1.079698382,0.07,29348601.36,2054402.095,terrestrial,0.724739346,0.000300856,0.813729193,1.28E-05
61384,Lynx rufus (bobcat),mLynRuf1.p,GCF_022079265.1,mLynRuf1.p,Lynx rufus (bobcat),ecotype=Redwood Valley,SAMN23391104,PRJNA782957,male,UCLA,2022/2/8,,haploid (principal pseudohaplotype of diploid),Scaffold,40x,HiFiasm v. 0.16.1-r375; purge_dups v. 1.2.5; SALSA v. 2.2,yes,full,PacBio Sequel II; Dovetail OmniC; Illumina NovaSeq,Representative Genome,142134035,66217191,2405,bobcat,Lynx rufus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Lynx,Lynx rufus,,captivity,medium,32.3,AnAge,8600,AnAge,265,AnAge,365,AnAge,65,AnAge,430,22.83561644,600,99.5,2439239374,29.08645386,20.90256059,20.90139047,29.10949649,9.86E-05,0,19680,34367227,1.626660247,0.618157171,2.267516146,0.1,9702533.02,970253.302,terrestrial,0.7625146,9.28E-05,0.868599644,6.82E-07
9715,Mirounga leonina (Southern elephant seal),KU_Mleo_1.0,GCF_011800145.1,KU_Mleo_1.0,Mirounga leonina (Southern elephant seal),,SAMN13282320,PRJNA587380,,Earth Biogenome Project,2020/3/31,,haploid,Scaffold,100.0x,Supernova assembler v. 2.1.1,no,full,Illumina NovaSeq,Representative Genome,54232831,197908,15584573,Southern elephant seal,Mirounga leonina,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Phocidae,Mirounga,Mirounga leonina,,unknown,small,23,WorldSpecies,1400000,AnAge,42500,AnAge,1059,AnAge,220,AnAge,1279,1281.869688,377,99.1,2417320305,29.07361857,20.59227141,20.593061,29.09634452,0.644704509,0,19401,33685056,0.512815843,0.621475338,0.791536116,NA,NA,NA,aquatic,0.546908652,0.012579324,0.614988568,0.003903967
37029,Prionailurus bengalensis (leopard cat),Fcat_Pben_1.1_paternal_pri,GCF_016509475.1,Fcat_Pben_1.1_paternal_pri,Prionailurus bengalensis (leopard cat),,SAMN16486448,PRJNA682572,male,Texas A&M University,2021/1/6,,haploid,Chromosome,40.0x,NextDenovo v. 2.2-beta.0,yes,full,PacBio,Representative Genome,148587958,82622880,12400,leopard cat,Prionailurus bengalensis,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,,captivity,medium,17,AnAge,5000,AnAge,96,AnAge,365,AnAge,62,AnAge,427,13.43561644,468,99.7,2435718761,29.08339375,20.89524325,20.90027027,29.12058364,0.00050909,0,19792,34624988,0.933743957,0.689010579,1.198906534,NA,10201747.8,NA,terrestrial,0.718645342,0.00035743,0.806781092,1.73E-05
452646,Neogale vison (American mink),ASM_NN_V1,GCF_020171115.1,ASM_NN_V1,Neogale vison (American mink),,SAMN19764019,PRJNA741394,female,Dalhousie University,2021/9/29,,haploid,Chromosome,21.0x,Hifiasm v. 0.15.4; instaGRAAL v. 0.1.6,yes,full,PacBio Sequel; Illumina HiSeq,Representative Genome,220349319,220349319,0,American mink,Neogale vison,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Neogale,Neovison vison,Neogale vison,captivity,small,11.4,AnAge,925,AnAge,8.5,AnAge,334,AnAge,42,AnAge,376,2.744011976,477,99.7,2681215271,28.85909369,21.10404223,21.15864814,28.87821595,0,0,20170,34864784,0.820231148,0.869117075,0.873711871,NA,13218592.49,NA,aquatic,0.73418758,0.000228276,0.848645541,2.25E-06
46844,Leopardus geoffroyi (Geoffroy's cat),O.geoffroyi_Oge1_pat1.0,GCF_018350155.1,O.geoffroyi_Oge1_pat1.0,Leopardus geoffroyi (Geoffroy's cat),,SAMN19729386,PRJNA684599,male,Texas A&M University,2021/5/13,,alternate-pseudohaplotype,Chromosome,85.0x,NextDenovo v. 2.2-beta.0,yes,full,PacBio Sequel 2,Representative Genome,152606360,104474415,8500,Geoffroy's cat,Leopardus geoffroyi,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,,captivity,medium,23,AnAge,4000,AnAge,93.2,AnAge,479,AnAge,75,AnAge,554,8.156158664,477,99.7,2426387554,29.10092758,20.87185277,20.88280869,29.14406064,0.000350315,0,19935,35153765,1.309219064,0.937453237,1.368071154,NA,3653843.2,NA,terrestrial,0.754987308,0.000119212,0.855100282,1.56E-06
29088,Neomonachus schauinslandi (Hawaiian monk seal),ASM220157v2,GCF_002201575.2,ASM220157v2,Neomonachus schauinslandi (Hawaiian monk seal),,SAMN06841387,PRJNA384558,male,Johns Hopkins University,2021/10/20,,haploid,Chromosome,56.0x,Supernova v. 2.1.1; BioNano Solve v. 3.6.1; 3d-dna v. 180419; PILON v. 1.22,yes,full,Illumina HiSeq; BioNano Saphyr; Illumina NovaSeq; Oxford Nanopore GridION,Representative Genome,150810825,181061,42905630,Hawaiian monk seal,Neomonachus schauinslandi,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,,unknown,small,30,WorldSpecies,222500,AnAge,17000,AnAge,1825,AnAge,335,AnAge,2160,112.6027397,383,99,2419443398,28.7846645,20.34784659,20.33054728,28.7635737,1.773367917,0,19098,32477704,0.897764722,1.552927155,0.732866276,NA,NA,NA,aquatic,0.581230821,0.007193333,0.650586509,0.001895658
9644,Ursus arctos (brown bear),UrsArc1.0,GCF_023065955.1,UrsArc1.0,Ursus arctos (brown bear),ecotype=North America,SAMN25977855,PRJNA807323,male,Washington State University,2022/4/20,,haploid,Scaffold,32.0x,HiFiASM v. September-2021; Juicer v. October-2021,yes,full,PacBio; Illumina,Representative Genome,70076652,43943000,107500,brown bear,Ursus arctos,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Ursidae,Ursus,Ursus arctos,,captivity,large,40,AnAge,277500,AnAge,510,AnAge,1313,AnAge,103,AnAge,1416,210.9596344,516,99.6,2474258672,28.75639936,21.2742832,21.238842,28.7261307,0.004344736,0,20343,35289051,1.155452234,0.971240678,1.287955504,0.02,23972321.42,479446.4284,terrestrial,0.74915387,0.000143923,0.857465273,1.36E-06
9685,Felis catus (domestic cat),F.catus_Fca126_mat1.0,GCF_018350175.1,F.catus_Fca126_mat1.0,Felis catus (domestic cat),,SAMN19729387,PRJNA684600,female,Texas A&M University,2021/5/13,,haploid (principal pseudohaplotype of diploid),Chromosome,76.0x,NextDenovo v. 2.2-beta.0,yes,full,PacBio Sequel 2,Representative Genome,148491486,90731473,7100,domestic cat,Felis catus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Felis,Felis catus,,captivity,large,30,AnAge,3900,AnAge,97.5,AnAge,289,AnAge,65,AnAge,354,13.15743945,481,99.8,2425747038,29.07972464,20.90421038,20.90996065,29.10581165,0.000292693,0,20246,35825580,1.714608613,0.602261535,2.391714614,3.47,NA,NA,terrestrial,0.725151425,0.000297324,0.833585283,5.00E-06
34884,Callorhinus ursinus (northern fur seal),ASM326570v1,GCF_003265705.1,ASM326570v1,Callorhinus ursinus (northern fur seal),,SAMN09379881,PRJNA475116,female,Canada's Genomics Enterprise,2018/6/26,,haploid,Scaffold,27.44x,supernova v. 2.0.1,yes,full,Illumina HiSeq,Representative Genome,31506801,133024,53840681,northern fur seal,Callorhinus ursinus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Otariidae,Callorhinus,Callorhinus ursinus,,unknown,small,35,WorldSpecies,165500,AnAge,5281,AnAge,1095,AnAge,240,AnAge,1335,146.3187215,415,99.3,2706868872,28.69843216,20.33756303,20.3202906,28.65467508,1.989039128,0,20998,36534672,1.098182321,1.022247173,1.171222839,18,NA,NA,aquatic,0.634755319,0.002642288,0.715419,0.000390885
34886,Eumetopias jubatus (Steller sea lion),ASM402803v1,GCF_004028035.1,ASM402803v1,Eumetopias jubatus (Steller sea lion),,SAMN09402722,PRJNA475770,female,Canada's Genomic Enterprise,2019/1/15,,haploid,Scaffold,34.65x,supernova v. 2.0.1,yes,full,Illumina HiSeq,Representative Genome,14018600,242372,14213594,Steller sea lion,Eumetopias jubatus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,,captivity,small,32.8,AnAge,415000,AnAge,19000,AnAge,1780,AnAge,274,AnAge,2054,222.4719101,395,98.8,2418263165,29.12626104,20.56426807,20.56899535,29.15262368,0.587760431,9.14E-05,19021,32973750,0.888382984,1.293108067,0.828074464,NA,NA,NA,aquatic,0.579504118,0.007409003,0.639790633,0.0023821
32536,Acinonyx jubatus (cheetah),VMU_Ajub_asm_v1.0,GCF_027475565.1,VMU_Ajub_asm_v1.0,Acinonyx jubatus (cheetah),,SAMN29432198,PRJNA854353,female,University of Veterinary Medicine,2022/12/28,,haploid,Chromosome,50.0x,Flye v. 2.6,no,full,PacBio,Representative Genome,144444042,96827784,4400,cheetah,Acinonyx jubatus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Felidae,Acinonyx,Acinonyx jubatus,,captivity,large,20.5,AnAge,53500,AnAge,489,AnAge,456,AnAge,88,AnAge,544,116.252193,402,99.5,2384851327,29.09293259,20.68686397,20.67972093,29.09168086,0.448801646,0,19124,33933404,0.770604142,0.529831983,1.23398084,0.01,10586306.53,105863.0653,terrestrial,0.562384166,0.009847783,0.630985988,0.002852199
9627,Vulpes vulpes (red fox),VulVul2.2,GCF_003160815.1,VulVul2.2,Vulpes vulpes (red fox),strain=TameXAggressive cross,SAMN06553695,PRJNA378561,male,University of Illinois at Urbana-Champaign,2018/5/25,,haploid,Scaffold,93.9x,SOAPdenovo v. 2.04.4,yes,full,Illumina HiSeq,Representative Genome,12472085,55450,71544353,red fox,Vulpes vulpes,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Carnivora,Canidae,Vulpes,Vulpes vulpes,,captivity,medium,21.3,AnAge,4131.7,AnAge,100,AnAge,304,AnAge,52,AnAge,356,13.26217105,345,97.4,2421568072,28.58184649,19.92574636,19.93196068,28.59897085,2.961475617,0,18330,32233421,1.206182663,0.598264446,1.691872146,1.1,63034304.34,69337734.77,terrestrial,0.574880718,0.008012652,0.634481212,0.002657105
143291,Pteropus giganteus (Indian flying fox),Ma_sr-lr_union100,GCF_902729225.1,Ma_sr-lr_union100,Pteropus giganteus (Indian flying fox),,SAMEA5634742,PRJEB32728,,CIRI-Inserm-U1111,2020/4/15,,haploid,Scaffold,63x,,,full,,Representative Genome,18871253,255763,17909445,Indian flying fox,Pteropus giganteus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,,captivity,large,44,AnAge,1175,AnAge,45,AnAge,365,AnAge,145,AnAge,510,3.095890411,271,98,1985219947,29.80812574,19.73212593,19.7375269,29.82002946,0.902191973,0,19454,33481382,3.046917542,1.120290715,2.762727287,NA,3550847.86,NA,flying,0.673457061,0.001134113,0.668932154,0.001259715
192404,Sturnira hondurensis (bats),WHU_Shon_v2.1,GCF_014824575.2,WHU_Shon_v2.1,Sturnira hondurensis (bats),ecotype=Veracruz,SAMN12282880,PRJNA554734,,College of Life Sciences at Wuhan University,2020/9/30,,haploid,Scaffold,158.0x,fragScaff v. 140324.1,yes,full,Illumina,,10164808,2136421,4305842,bats,Sturnira hondurensis,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Sturnira,Sturnira hondurensis,,,,NA,,NA,,NA,,NA,,NA,,NA,NA,223,95.7,2096623354,28.79823035,21.12229014,21.11326305,28.7590886,0.207127856,0,18308,31756623,NA,NA,NA,NA,NA,NA,flying,0.592008727,0.005960263,0.668178002,0.001281746
51298,Myotis myotis (bats),mMyoMyo1.p,GCF_014108235.1,mMyoMyo1.p,Myotis myotis (bats),,SAMN14734277,PRJNA628559,female,Bat1K,2020/8/7,,haploid,Scaffold,90.9x,DAmar v. APRIL-2019; Bionano Solve DLS v. 3.3; Salsa2 HiC v. git commit: e3ae7d8; GenomicConsensus v. git commit: 038de5c; longranger align v. 2.2.0; Freebayes v. 1.2.0; HiGlass manual curation v. 1.5,no,full,PacBio Sequel CLR; 10X Genomics chromium linked reads; Bionano Genomics; Phase Genomics HiC; PacBio Sequel IsoSeq,Representative Genome,94448911,12511134,28953405,bats,Myotis myotis,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,,wild,large,37.1,AnAge,28.55,AnAge,5.9,AnAge,502,AnAge,65,AnAge,567,0.045119522,230,99.2,2002797769,28.04506135,21.24632355,21.23994986,28.02301729,1.445647955,0,19863,34902104,4.656836764,2.749271203,2.173535936,NA,3731149.73,NA,flying,0.608243074,0.00443473,0.590864701,0.006082268
27622,Molossus molossus (Pallas's mastiff bat),mMolMol1.p,GCF_014108415.1,mMolMol1.p,Molossus molossus (Pallas's mastiff bat),,SAMN14734448,PRJNA628574,,Bat1K,2020/8/7,,haploid,Scaffold,58.3x,DAmar v. APRIL-2019; Bionano Solve DLS v. 3.3; Salsa2 HiC v. git commit: e3ae7d8; GenomicConsensus v. git commit: 038de5c; longranger align v. 2.2.0; Freebayes v. 1.2.0; HiGlass manual curation v. 1.5,no,full,PacBio Sequel CLR; 10X Genomics chromium linked reads; Bionano Genomics DLE1; Arima Genomics Hi-C kit; PacBio Sequel IsoSeq,Representative Genome,110665204,22174888,47372874,Pallas's mastiff bat,Molossus molossus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Molossidae,Molossus,Molossus molossus,,wild,tiny,5.6,AnAge,14,AnAge,3.49,AnAge,103,AnAge,108,AnAge,211,0.102038835,216,99.2,2315568481,28.22641081,20.74256438,20.73927266,28.24591008,2.045842064,0,19055,33119239,0.787810246,1.19079173,0.626243941,NA,16538107.62,NA,flying,0.625427972,0.003186914,0.60581262,0.004640005
9402,Pteropus alecto (black flying fox),ASM32557v1,GCF_000325575.1,ASM32557v1,Pteropus alecto (black flying fox),,SAMN01103203,PRJNA171993,male,BGI,2013/12/4,,haploid,Scaffold,110x,SOAPdenovo v. 1.06,,full,Illumina HighSeq 2000,Representative Genome,15954802,31841,41333505,black flying fox,Pteropus alecto,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Pteropodidae,Pteropus,Pteropus alecto,,wild,small,20.3,AnAge,672.1,AnAge,NA,,NA,,NA,,NA,NA,260,97.9,1985975446,29.49390856,19.45727893,19.45356156,29.51398126,2.08126969,0,17026,31116703,1.537165745,NA,NA,NA,1205090.31,NA,flying,0.554510928,0.011169798,0.574126281,0.008114861
